score,content
4,"앤드필드는 전략적 전투와 캐릭터 육성, 공장 시스템이 유기적으로 결합된 게임으로 단순 반복이 아닌 자원 관리와 장비 제작 전투 판단의 전략적 판단이 핵심입니다. 공장 시스템은 생산 효율과 배치를 고민하게 하며 전투는 캐릭터별 스킬과 성장에 승패에 직접 영향을 주어 플레이어에게 높은 몰입감과 성취감을 주었습니다. 캐릭터 성장과 장비 강화등 여러가지 다양성을 보여주었지만 초기 진입 장벽과 가챠 난이도 일부 보상 체감 부족은 단점으로 작용할 것입니다. 그래픽과 캐릭터 디자인, 환경 연출은 뛰어난 수준이며 시스템 이해와 전략적 선택에 따라 플레이 만족도가 크게 달라질수 있다 또는 아니라고 하는 분도 있을겁니다. 다만 일부 리뷰는 실제 플레이 경험보다는 비난 중심으로 작성되어 전체 평점에 왜곡을 주는 것 갇다. 전반적으로 앤드필드는 전략적 깊이, 성장 요소, 비주얼 완성도가 돋보이는 게임으로 전략적 사고와 선택을 즐기는 유저에게 최적화된 경험을 보여준다고 생각합니다. .저는 매우 좋았습니다"
3,협곡스토리)순수 스토리때문에 2점 남김 이게임이 살아나려면 스토리작가부터 갈아치워야함. 전봇대까는것도 몇시간동안하며 다깔고 공장도 전투도 생각보다는 할만했는데 저놈의 스토리가 그동안 했던 폰겜중에 역대 최악.///// 수정) 무릉은 그으나마 좀 낫고 천우 탕탕이 귀여워서 1점올림. 이대로만 만들어다오. 근데 쉐이인지 전작용어나 다른 고유명사들은 언급할거면 스토리볼때 옆에 짧게라도 설명해주는 도감이 필요해보임. 진짜 뭔 1차전쟁이니... 그게뭔지는 알고보곤싶은데 그냥말하면 보는이는 뭐 어쩌란건지 싶다.
5,갓겜
5,"일단 이 정도로 방대한 분량과 맵 밀도, 다양한 컨셉의 컨텐츠를 유기성있게 잘 엮어낸 것에 박수 근데 장기적인 서비스를 어떻게 해 나갈지가 관건일 듯 일단 지금은 엄청 재밌는 느낌보단 엄청 잘 만든 게임을 한 것에 가까움 스토리적인 재미와 게임적인 재미를 더 줘야할 듯"
3,불편한게 많은 명작게임
5,"일단 갓겜 대가리 쓰느라 시간 쫙쫙사라지고 내가 평소에 하던 rpg게임이랑은 달라서 적응하는데 힘들었지만 가이드만 잘 읽고 하면 금방 익숙해져서 굿굿임.이 게임 한지 2일밖에 안됐고 명일방주 세계관만 아는 문외한이라 리뷰 쓸만한게 별로 없지만 전투감도 좋고,새로운 게임찾던 나로써는 혜성같은 겜"
4,전선이 너무 짧다
1,게임자체있는 강제 튜토리얼 시스템이 버그 터지면 게임 절대못하게 하는 게임. 최소 못한게임도 튜토리얼을 진행못할사항시 게임종료후 튜토리얼 설명 임시 중단및 정상작동 하게되는데. 이건 걍 [영역정게: 이설명대로 해라!]시전 하고 처앉았어. 고객센터 문의 에는 뭔생각으로. 버그및 게임 에대한 문제발생 에대한 사항 문의 및 제보 메뉴얼이 없는데. 소비자 기만에 가까움. '너네가 우리겜좋아서 했잔아 어쩌라고 ㅋㅋ꼬우면 게임접고 결제까지 했다면 우리 커피한잔쐇다 해 ㅋㅋ'시전 하는 거나 다를바없음.
5,취향 탈 뿐이지 게임 잘 만들었고 오늘 패치 보니까 운영도 괜찮은듯
1,bm노답
3,진짜 다 좋은데 공장이 joat라서 접어요
5,재밌음
5,일단 재밌다 저는 월드 탐험하는 거 좋아해서 스토리 미는데 시간이 좀 걸리지만 천천히 즐길 수 있어서 괜찮아요 나름 배우면서 해야하는 것도 많고 (뇌 빼고 해야하는 중국양산형게임보다나음) 타이쿤 요소도 나쁘지 않은듯... 무과금도 충분히 즐길만 함 재화도 금방금방 모이는 것 같고 전투가 살짝 지루한 거 빼면 다 괜찮음
4,"전반적으로 옛날 게임들에서 주던 스트레스와 불편함을 개발진이 주는 걸로 해결하면서 해소를 하는 방식의 게임임. 이게 언제적 방식이냐, 불쾌하고 갑갑하기만 하다, 그러면 다른 겜 보러가는게 속편할거임 호불호는 확실하게 갈림 가챠는 어차피 알아서 할 놈들만 할거고 거르면서 뽑으면 되니까 알아서 하고, 지적사항이 없는건 아니지만 뭘 만들고 싶었는지는 대충 알거같고, 난 재밌게하고 있음 유저 피드백으로 편의성측은 오늘 패치로 약간이지만 개선을 해줬고, 추후 다른 부분들도 피드백 받은만큼 개선 해줄거라 믿음"
1,리세 하다가 안되면 지울 예정 ㅅㄱ
5,독특하고 대담한 시도. 취향에 맞으면 이만한 게임이 없다. 무과금으로 게임 진행하는데도 하등 문제없음
5,내 기준 goat
5,"재미는있는데, 시간 너무 잡아먹을 것 같아서 지웠습니다. 건승하세요. 모든 부분에서 훌륭하지만, 역설적으로 그게 지속할 수 없게 만드네요. 게임속에서만 시간 보낼 순 없으니까요."
5,모바일 게임이아닌 진짜 게임이 나왔음
1,키레네 스토리로 상처받고 와봤는데 스토리 보고 기겁하고 도망감
5,"인정할게, 해묘. 나는 너다. 나는 널 부정하고 싶었어. 네가 하는 말 따위, 난 모른다고 말이야. 하지만 지금은 달라. 단지 네 게임을 해야겠어. 다시 새로운 게임을 출시하면, 그 게임도 플레이할 거야. 이름을 바꿔도, 모습을 바꿔도, 몇 번이든 할거다. 더는 이유도, 의미도 필요 없어."
5,평점 더 올리고싶다면 얼릉 엔드컨텐츠를 출시하라
1,결국 지움... 이건 겜이 아님 노동임 그것도 돈내고하는 노동
5,생각했던것 이상으로 재미가 있었고 용량 차지도 적어 좋았던 같습니다 앞으로더 재미있는 업데이트 기대하겠습니다!
3,갠적으로 모델링은 너무 예쁘지만 저장공간이 별로 없어서 렉은 좀 걸렸고 모델링은 예쁜데 얘들 움직이는게 보였다가 멈추었다가를 반복했어요 그리고 가챠 형태를 이해하기 어려운거 같아요 그래도 원래 투디에서 스리디로 보니까 신기하기는 했어요
5,👍
1,게임이 무거워도 너무 무거움.. 시간 빌게이츠용 게임인데 제가 그런데도 쉽게 즐길 수가 없네요 공장 자체가 좋아하는 시스템도 아닐 뿐더러 이 게임을 거진 메인으로 즐겨야 하는데 다른 게임과 비교해도 차별점이 없고 무겁기만 더 무거워서 pc로 하다가 놔줫습니다 할게 많다< 진짜 할거만 많고 그 할것들이 하나 같이 재미가 없고 지루합니다.. 최적화 말고는 솔직히 뭐가 장점인지 모르겠네요 재미로 따지면 그냥 평범하거나 그 이하인 편이라.. 기대했는데 많이 아쉽네요 차라리 그냥 명방을 할거 같습니다 명방1도 오래하면서 스토리 읽기도 너무 루즈한 편이라 힘들었는데 엔드필드에서도 똑같이 한건.. 좀 그렇네요 너무 대놓고 보는 사람만 보고 하는 사람만 하는 그런 게임으로 만든 게 아닌가 싶네요 이렇게 만들거였음 적어도 멀티로 라도 만들어야 같이 즐기는 식으로 그나마 붙잡고 하지 않았을까 싶어요
3,"게임 용량이 너무 많고 진행하다가 튕겨요 그래픽이나 이미지는 너무 좋은데, 아쉽습니다.."
5,패치에 감동 받았다 난 6성 상시 선택권을 그냥 뿌려줄준 몰랐다
5,해묘는 빨리 사료를 더 뿌릴것.
5,재밌는데 머리가 너무 아파요 살려줘요
1,1점도 아깝다.
5,"게임 자체는 전반적으로 재밌지만 살짝 아쉬운 부분이 존재함.전작을 해본 사람만 알 수 있는 용어들이 나오는 경우가 있는데 이에 대한 설명이 없어 전작을 플레이하지 않았거나 전작의 스토리를 보지 않은 경우에는 스토리의 몰입도가 떨어질 가능성이 있어보임.또,다른 게임들과 다르게 필드 위에 여러 명의 캐릭터들이 동시에 같이 전투를 하며 서로 연계하는 식의 전투는 매우 흥미로웠으며,적합한 조합을 맞추는 재미는 확실히 있지만 전투 부분에서 타격감이 살짝 아쉬웠으며,적의 종류가 한정적이여서 전투하는 재미가 살짝 떨어짐. 이 게임 같은 경우에는 공장 시스템이 특이 했음.다른 게임들은 재료들을 얻기 위해 필드를 돌아다니거나 따로 재화를 구매해야하는 등 번거로운 부분이 많았지만 이 게임은 한번 인프라가 갖춰지면 그런 식의 반복적인 행위를 하지 않아도 되서 굉장히 좋은 시스템이라고 생각함."
5,고진감래의 게임
1,게임을 메인 스토리대로 진행을 하면 진행이 되야하는데 각종 몹 공장컨텐츠들로 다 막아놔서 진행을 할수가없음 보스를 잡아야 진행되는 부분들도 자연스럽게 잡을수가 없고 캐릭터 육성을 해서 잡을려고하면 육성재화들도 시간제한을 걸어놓고 파밍도 재대로 안됨
1,"재화 쓰레기겜, 건설노동업체 취직겜, 캐팔이 하려고 조금 잘 만든 업체수금용 게임"
4,걍 내 기준으로는 무난무난 한 게임 취향만 잘 맞으면 즐겁게 할 수 있고 안 맞고 재미없으면 걍 다른 겜 찾으셈 이 겜에 과금 하면서 할까말까 고민하고 계신 분이라면 개인적으로는 안 하는걸 추천드림 소문대로 BM이 안 좋은 쪽으로 치우쳐저 있어서 굳이 이 게임에 돈을 쓸 바에는 다른 게임에 돈 쓰시는걸 추천 드림 총 평으로는 그래픽이 좋고 스토리가 읽기 쉬워 어느정도 잘 빠져들 수 있는건 사실이지만 게임 자체의 장르가 호불호가 좀 갈릴 수 있기도 하고 안좋은 쪽으로 치우친 BM으로 인해 4점 드림
3,게임자체는 취향이 갈릴만하다고 생각함 단 취향에만 맞다면 이만한 모바일 게임 없다고봄 최적화도 대단히 잘해놨고 한가지 아쉬운건 스토리가 너무 재미없었음
5,굳
5,친구랑 할 수 있는 컨텐츠가 생겼으면 좋겠네요
5,재미따
5,"업스케일링된 원신에 타워디펜스, 자동화 공장 등의 콘텐츠가 생각보다 잘 짬뽕되어 있음. 근데 수많은 콘텐츠가 공부(튜토리얼)없이 진행이 어려워서 뇌빼고 하기 힘들고 이것저것 다 맛보게 하다보니까 메인스토리 깨다가 흐름이 끊기는 문제가 계속 발생함 근데 이런 문제들을 감안하더라도 매우 만족함 개재밌음 다같이 한전 체험하자~"
5,민트초코같은 게임. 난 너무 좋은데 선뜻 남 먹이기는 좀...
2,"맵 거의 다 퍼먹어가고 나름 재화가 쌓이긴 쌓였는데 그럼에도 다음 픽업, 전무를 내가 감당할 수 있을까 싶을정도로 BM이 무겁다고 느낌. 확률이 낮기도 하고 주는 재화량이 상대적으로 적게 느껴짐. 크게 과금하지 않으면 캐릭터 하나 챙기기도 힘든 구조는 대중성을 목표로 하기보다는 소수의 거물들만 챙기는 구조라고 생각함. 돌파 기능을 크게 챙겨놨으면서 돌파에 들어가는 비용도 어마어마하다는게 더 크게 체감이 되었음. 이벤트 등에서 사료를 뿌린다고 해도 근본적인 BM방식이 지나치게 유저적대적이라 느껴짐"
5,갓겜 건설만빼면... 너무토나와
1,어휴 ㅉ발
5,나쁘지 않음. 게임 스토리보다 공장 만드는게 더 재밌음.
5,공장!더 많은 공장!
4,취향에 따라 엄청 선호도가 갈리는 겜이긴 할텐데 전반적으로 저는 적응하니 플레이 자체는 재밌습니다 캐릭터의 디자인도 잘 뽑혔고요 다만 너무 지루한 스토리 전개가 좀 흠이긴합니다
5,재밌다. 오랜만에 정말 재밌는 게임. 솔직히 왜 이런 갓겜에 1점을 주는지 모르겠음. 언제까지 NC와 넥슨에게 당하고만 살건지 ㅉㅉㅉ 중겜이 쫌 퍼리가 많아서 적응이 안되긴 하지만... 그래도 얘네는 게임다운 게임을 만든다고할까. 이만한게임 없다 요즘. 물론 여기도 언젠간 통수치겠지만 적어도 지금은 편하게 과금하든말든 즐길수있다. 강추
2,게임은 재미 있는데 너무 난해해서 진행이 어렵습니다.ㅠ
5,재미
5,최고으 게임
1,확실히 잘만든 게임임. 근데 플레이 하다보면 느껴지는 불편함이 분명하고 특히 BM 부분이 최악임
5,재밌어용
5,"장점 : 즐길게 많음, 다양한 종류의 게임(특히 공장 건설 시뮬레이터류 등)을 좋아한다면 컨텐츠가 많음 단점 : 원신같은 캐릭 가챠 rpg만 생각하고 진입하면 호불호 갈림, 공장 컨텐츠 또한 그렇게 딥하진 않아서 아쉬움 개인적으론 공장 컨텐츠만 40시간 넘게 즐긴거 같아서 5점 줌"
4,"스토리는 평범, 액션도 평범, bm은 많이 매움"
5,전봇대꽂고랜드브레이커죽이고파란키3개모으고오리늄쫓아가고상자발견하고오리늄마저먹고길건너프로토콜열고광맥발견하고전선끌어와야하고기지로복귀하고전봇대꽂고
5,첫 공장 건설 미션 어떻게 클리어하나요
4,재밌다가재미없다가재밌다가재미없다가
5,오늘도 열심히 중계기로 땅을 채워갑니다.
5,공장이 맛있어
5,공장 꿀잼 이 순간도 공장은 멈추지 않는다
3,최적화 잘된건 칭찬할만하고 공장겜에서 이정도면 나름 준수한편 그런데 본인들이 소개할때 전투+공장겜이라고 해서 전투도 나름 기대했는데 전투부분은 좀 아쉬운편 캐릭은 잘만들었음 그런데 가챠나 이벤트 보상같은 부분은 잘모르겠음
5,취향 호불호가 심할뿐 취향맞으면 갓겜맞음. 일반적인 가챠겜으로 알고 들어오면 취향 안맞을 가능성 매우 높음.
4,걍 라이트하게 만든 공장겜 개선점은 필요하지만 굉장히 잘 만들었다고 봄 이것도 못하면 그냥 접는게 맞음
1,자동하나 없어서 진짜 불편하고 스토리 위주 게임.. 진행하는데도 너무 복잡하고 재미도 없고 😂
1,해묘의 아방가르드한 사상이 녹아든 갓게임 5별따위로는 표현이 불가능함 이 별 하나는 10개 아니 100개 어쩌면 그 이상의 점수
5,공장지어야되서대충재미있다는리뷰
1,어짜 시작부터 지 남편 따라가는 행보인데
1,망겜
1,이상한판다만주는 망겜
5,공업 시스템을 대놓고 강조하고 있지만 그래픽만 보고 달려들었다가 욕하기 부지기수 스팀의 빡센 공장게임 보단 가벼운 경험을 하고 싶은 자에겐 적극추천 개발기간이 꽤 오래 걸렸는지 이해가 될 정도로 모바일 게임 장기간 플레이의 특성상 자동 공업 시스템과 캐릭 육성에 들어가는 재화 등의 조화를 생각하며 게임설계를 생각하는것이 절대 쉬운 일은 아님 s25기준 최적화도 놀라울정도로 부드러워 작은 콘솔게임을 들고 하는 느낌
5,와 이 겜때매 명방을 못들어감 개재밌음 ㅋㅋ
5,"지금 오픈 첫날부터 쭉달려 무릉 열고 4협곡은 상자,오리렌 모두 얻은 기준으로 뽑기 이백뽑 넘게할수있고 공장도 청사진 딸깍으로 할수있을만큼 쉬워서 좋네요 이대로 아쉬운건 기질파밍이나단조 이긴한데 이것도 할만한것같습니다."
